Below or Above,Budget Area,Below Minimum Wage,Wage Correction,Hrly Correction,Hrly Rate Bin Size,Hrly Correction (bin),Hrly Rate (bin),Hrly Rate Correction Bin Size,Hrly Rate,ID,레코드 수,Service Dt,Service Time in Years
Below,Services,Below Minimum Wage,"$2,798.3",$15.00,$13.00,$15.00,$13.00,$15.00,$13.95,531,1,2008-09-01,7.531506849
Above,Purchasing,Above Minimum Wage,"-$18,611.7",$21.98,$21.00,$21.00,$21.00,$21.00,$21.98,245,1,2008-09-09,7.509589041
Above,Purchasing,Above Minimum Wage,-$359.1,$15.13,$15.00,$15.00,$15.00,$15.00,$15.13,714,1,2008-09-29,7.454794521
Above,Services,Above Minimum Wage,"-$6,433.1",$17.41,$17.00,$17.00,$17.00,$17.00,$17.41,851,1,2008-09-29,7.454794521
Above,Logistics,Above Minimum Wage,"-$6,615.9",$17.48,$17.00,$17.00,$17.00,$17.00,$17.48,110,1,2008-10-03,7.443835616
Above,Services,Above Minimum Wage,"-$16,361.7",$21.13,$21.00,$21.00,$21.00,$21.00,$21.13,654,1,2008-10-06,7.435616438
Above,Logistics,Above Minimum Wage,"-$4,957.4",$16.86,$16.00,$16.00,$16.00,$16.00,$16.86,107,1,2009-01-02,7.2
Below,Services,Below Minimum Wage,"$5,519.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.93,399,1,2009-02-16,7.079452055
Above,Services,Above Minimum Wage,"-$5,322.8",$17.00,$16.00,$16.00,$16.00,$16.00,$17.00,612,1,2009-07-17,6.665753425
Above,Research & Development,Above Minimum Wage,"-$12,316.7",$19.62,$19.00,$19.00,$19.00,$19.00,$19.62,202,1,2009-08-03,6.621917808
Above,Services,Above Minimum Wage,"-$13,645.5",$20.11,$20.00,$20.00,$20.00,$20.00,$20.11,906,1,2009-08-21,6.572602740
Below,Services,Below Minimum Wage,"$12,505.8",$15.00,$10.00,$15.00,$10.00,$15.00,$10.31,334,1,2009-08-24,6.564383562
Below,Services,Below Minimum Wage,"$6,908.1",$15.00,$12.00,$15.00,$12.00,$15.00,$12.41,509,1,2009-09-05,6.534246575
Below,Services,Below Minimum Wage,"$12,371.7",$15.00,$10.00,$15.00,$10.00,$15.00,$10.36,333,1,2009-09-18,6.498630137
Below,Marketing,Below Minimum Wage,"$1,550.2",$15.00,$14.00,$15.00,$14.00,$15.00,$14.42,120,1,2009-10-01,6.463013699
Below,Services,Below Minimum Wage,"$5,256.3",$15.00,$13.00,$15.00,$13.00,$15.00,$13.03,784,1,2009-10-30,6.383561644
Above,Services,Above Minimum Wage,"-$12,117.4",$19.54,$19.00,$19.00,$19.00,$19.00,$19.54,566,1,2009-10-30,6.383561644
Above,Research & Development,Above Minimum Wage,"-$6,843.5",$17.57,$17.00,$17.00,$17.00,$17.00,$17.57,875,1,2009-12-14,6.263013699
Above,Purchasing,Above Minimum Wage,"-$8,266.3",$18.10,$18.00,$18.00,$18.00,$18.00,$18.10,153,1,2009-12-15,6.260273973
Above,Purchasing,Above Minimum Wage,"-$5,449.3",$17.04,$17.00,$17.00,$17.00,$17.00,$17.04,711,1,2010-01-07,6.2
Above,Services,Above Minimum Wage,"-$1,732.5",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,611,1,2010-01-28,6.142465753
Above,Services,Above Minimum Wage,"-$13,645.5",$20.11,$20.00,$20.00,$20.00,$20.00,$20.11,909,1,2010-02-12,6.104109589
Above,Operations,Above Minimum Wage,"-$14,497.3",$20.43,$20.00,$20.00,$20.00,$20.00,$20.43,250,1,2010-02-15,6.095890411
Above,Facilities,Above Minimum Wage,"-$11,460.7",$19.30,$19.00,$19.00,$19.00,$19.00,$19.30,897,1,2010-03-12,6.021917808
Below,Services,Below Minimum Wage,"$12,505.8",$15.00,$10.00,$15.00,$10.00,$15.00,$10.31,335,1,2010-03-12,6.021917808
Below,Facilities,Below Minimum Wage,"$6,543.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.55,792,1,2010-03-26,5.983561644
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,407,1,2010-04-06,5.956164384
Above,Services,Above Minimum Wage,"-$4,701.8",$16.76,$16.00,$16.00,$16.00,$16.00,$16.76,852,1,2010-04-12,5.939726027
Above,Services,Above Minimum Wage,"-$7,257.2",$17.72,$17.00,$17.00,$17.00,$17.00,$17.72,849,1,2010-05-21,5.832876712
Above,Operations,Above Minimum Wage,"-$11,698.0",$19.38,$19.00,$19.00,$19.00,$19.00,$19.38,724,1,2010-05-28,5.813698630
Above,Operations,Above Minimum Wage,"-$9,805.0",$18.68,$18.00,$18.00,$18.00,$18.00,$18.68,187,1,2010-06-04,5.797260274
Below,Services,Below Minimum Wage,"$5,233.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.04,510,1,2010-06-04,5.797260274
Below,Marketing,Below Minimum Wage,"$5,672.9",$15.00,$12.00,$15.00,$12.00,$15.00,$12.87,651,1,2010-07-09,5.701369863
Below,Services,Below Minimum Wage,"$7,436.0",$15.00,$12.00,$15.00,$12.00,$15.00,$12.21,391,1,2010-07-21,5.668493151
Above,Facilities,Above Minimum Wage,"-$5,161.8",$16.93,$16.00,$16.00,$16.00,$16.00,$16.93,23,1,2010-08-04,5.632876712
Above,Facilities,Above Minimum Wage,"-$9,245.2",$18.47,$18.00,$18.00,$18.00,$18.00,$18.47,866,1,2010-09-03,5.553424658
Above,Marketing,Above Minimum Wage,"-$4,466.7",$16.67,$16.00,$16.00,$16.00,$16.00,$16.67,637,1,2010-09-17,5.515068493
Above,Engineering,Above Minimum Wage,"-$3,594.5",$16.35,$16.00,$16.00,$16.00,$16.00,$16.35,224,1,2010-10-11,5.449315068
Below,Services,Below Minimum Wage,"$1,181.8",$15.00,$14.00,$15.00,$14.00,$15.00,$14.56,500,1,2010-10-15,5.438356164
Above,Supply Chain,Above Minimum Wage,"-$8,348.1",$18.13,$18.00,$18.00,$18.00,$18.00,$18.13,164,1,2010-12-06,5.298630137
Above,Facilities,Above Minimum Wage,-$507.2,$15.19,$15.00,$15.00,$15.00,$15.00,$15.19,687,1,2011-01-07,5.213698630
Below,Logistics,Below Minimum Wage,"$1,672.9",$15.00,$14.00,$15.00,$14.00,$15.00,$14.37,97,1,2011-01-18,5.183561644
Below,Logistics,Below Minimum Wage,"$2,045.0",$15.00,$14.00,$15.00,$14.00,$15.00,$14.23,93,1,2011-01-19,5.180821918
Below,Services,Below Minimum Wage,"$6,797.2",$15.00,$12.00,$15.00,$12.00,$15.00,$12.45,437,1,2011-01-24,5.167123288
Above,Logistics,Above Minimum Wage,"-$9,787.3",$18.67,$18.00,$18.00,$18.00,$18.00,$18.67,102,1,2011-01-28,5.156164384
Above,Services,Above Minimum Wage,"-$2,657.6",$16.00,$15.00,$15.00,$15.00,$15.00,$16.00,853,1,2011-02-04,5.139726027
Above,Supply Chain,Above Minimum Wage,"-$4,266.4",$16.60,$16.00,$16.00,$16.00,$16.00,$16.60,766,1,2011-02-08,5.128767123
Above,Marketing,Above Minimum Wage,"-$9,505.2",$18.56,$18.00,$18.00,$18.00,$18.00,$18.56,694,1,2011-02-16,5.106849315
Below,Services,Below Minimum Wage,"$6,888.8",$15.00,$12.00,$15.00,$12.00,$15.00,$12.42,526,1,2011-04-01,4.983561644
Above,Services,Above Minimum Wage,"-$12,117.4",$19.54,$19.00,$19.00,$19.00,$19.00,$19.54,623,1,2011-04-01,4.983561644
Above,Customer Service,Above Minimum Wage,"-$11,879.3",$19.45,$19.00,$19.00,$19.00,$19.00,$19.45,716,1,2011-04-19,4.934246575
Above,Operations,Above Minimum Wage,"-$3,366.9",$16.26,$16.00,$16.00,$16.00,$16.00,$16.26,232,1,2011-05-23,4.841095890
Above,Engineering,Above Minimum Wage,"-$4,323.6",$16.62,$16.00,$16.00,$16.00,$16.00,$16.62,20,1,2011-06-17,4.775342466
Below,Services,Below Minimum Wage,"$4,829.6",$15.00,$13.00,$15.00,$13.00,$15.00,$13.19,785,1,2011-07-01,4.736986301
Above,Operations,Above Minimum Wage,"-$7,647.6",$17.87,$17.00,$17.00,$17.00,$17.00,$17.87,182,1,2011-07-15,4.698630137
Below,Services,Below Minimum Wage,"$5,519.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.93,400,1,2011-08-15,4.616438356
Below,Services,Below Minimum Wage,"$13,045.0",$15.00,$10.00,$15.00,$10.00,$15.00,$10.11,337,1,2011-08-22,4.597260274
Above,Marketing,Above Minimum Wage,"-$3,033.0",$16.14,$16.00,$16.00,$16.00,$16.00,$16.14,455,1,2011-09-01,4.572602740
Above,Marketing,Above Minimum Wage,"-$4,812.9",$16.80,$16.00,$16.00,$16.00,$16.00,$16.80,456,1,2011-09-02,4.569863014
Below,Services,Below Minimum Wage,"$5,233.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.04,511,1,2011-09-16,4.531506849
Above,Services,Above Minimum Wage,"-$2,064.7",$15.77,$15.00,$15.00,$15.00,$15.00,$15.77,858,1,2011-09-17,4.528767123
Below,Marketing,Below Minimum Wage,"$7,279.6",$15.00,$12.00,$15.00,$12.00,$15.00,$12.27,466,1,2011-09-22,4.515068493
Below,Facilities,Below Minimum Wage,"$6,871.3",$15.00,$12.00,$15.00,$12.00,$15.00,$12.42,787,1,2011-09-30,4.493150685
Above,Finance,Above Minimum Wage,"-$26,708.4",$25.01,$25.00,$25.00,$25.00,$25.00,$25.01,558,1,2011-09-30,4.493150685
Below,Facilities,Below Minimum Wage,"$3,350.0",$15.00,$13.00,$15.00,$13.00,$15.00,$13.74,408,1,2011-10-07,4.473972603
Above,Facilities,Above Minimum Wage,"-$7,001.6",$17.62,$17.00,$17.00,$17.00,$17.00,$17.62,867,1,2011-10-07,4.473972603
Below,Marketing,Below Minimum Wage,"$1,138.7",$15.00,$14.00,$15.00,$14.00,$15.00,$14.57,639,1,2011-10-18,4.443835616
Below,Marketing,Below Minimum Wage,"$2,602.4",$15.00,$14.00,$15.00,$14.00,$15.00,$14.02,640,1,2011-11-14,4.372602740
Above,Services,Above Minimum Wage,"-$3,040.9",$16.14,$16.00,$16.00,$16.00,$16.00,$16.14,834,1,2011-11-14,4.372602740
Above,Facilities,Above Minimum Wage,"-$8,077.4",$18.03,$18.00,$18.00,$18.00,$18.00,$18.03,795,1,2011-12-02,4.323287671
Above,Marketing,Above Minimum Wage,"-$6,665.0",$17.50,$17.00,$17.00,$17.00,$17.00,$17.50,741,1,2011-12-13,4.293150685
Above,Services,Above Minimum Wage,"-$5,322.8",$17.00,$16.00,$16.00,$16.00,$16.00,$17.00,613,1,2012-01-02,4.241095890
Above,Services,Above Minimum Wage,"-$3,040.9",$16.14,$16.00,$16.00,$16.00,$16.00,$16.14,874,1,2012-01-02,4.241095890
Above,Services,Above Minimum Wage,"-$5,979.5",$17.24,$17.00,$17.00,$17.00,$17.00,$17.24,797,1,2012-01-02,4.241095890
Above,Services,Above Minimum Wage,"-$23,081.1",$23.65,$23.00,$23.00,$23.00,$23.00,$23.65,625,1,2012-01-02,4.241095890
Below,Marketing,Below Minimum Wage,"$5,802.3",$15.00,$12.00,$15.00,$12.00,$15.00,$12.83,652,1,2012-01-09,4.221917808
Below,Marketing,Below Minimum Wage,$367.3,$15.00,$14.00,$15.00,$14.00,$15.00,$14.86,117,1,2012-01-20,4.191780822
Above,Supply Chain,Above Minimum Wage,"-$25,316.9",$24.49,$24.00,$24.00,$24.00,$24.00,$24.49,592,1,2012-02-06,4.147945205
Above,Customer Service,Above Minimum Wage,"-$7,683.0",$17.88,$17.00,$17.00,$17.00,$17.00,$17.88,750,1,2012-02-08,4.142465753
Above,Research & Development,Above Minimum Wage,"-$3,069.8",$16.15,$16.00,$16.00,$16.00,$16.00,$16.15,205,1,2012-02-10,4.136986301
Above,Customer Service,Above Minimum Wage,"-$7,683.0",$17.88,$17.00,$17.00,$17.00,$17.00,$17.88,549,1,2012-02-20,4.109589041
Above,Services,Above Minimum Wage,"-$8,440.8",$18.16,$18.00,$18.00,$18.00,$18.00,$18.16,285,1,2012-02-27,4.090410959
Above,Human Resources,Above Minimum Wage,"-$13,919.4",$20.22,$20.00,$20.00,$20.00,$20.00,$20.22,9,1,2012-03-16,4.038356164
Above,Supply Chain,Above Minimum Wage,"-$7,683.0",$17.88,$17.00,$17.00,$17.00,$17.00,$17.88,754,1,2012-03-27,4.008219178
Below,Services,Below Minimum Wage,"$7,163.8",$15.00,$12.00,$15.00,$12.00,$15.00,$12.31,64,1,2012-04-02,3.994520548
Above,Information Technology,Above Minimum Wage,"-$15,587.6",$20.84,$20.00,$20.00,$20.00,$20.00,$20.84,270,1,2012-04-30,3.917808219
Above,Operations,Above Minimum Wage,"-$14,497.3",$20.43,$20.00,$20.00,$20.00,$20.00,$20.43,697,1,2012-05-01,3.915068493
Below,Services,Below Minimum Wage,"$13,574.0",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,339,1,2012-05-04,3.906849315
Above,Human Resources,Above Minimum Wage,"-$14,664.9",$20.50,$20.00,$20.00,$20.00,$20.00,$20.50,928,1,2012-05-07,3.898630137
Above,Purchasing,Above Minimum Wage,"-$12,638.4",$19.74,$19.00,$19.00,$19.00,$19.00,$19.74,746,1,2012-05-17,3.871232877
Above,Services,Above Minimum Wage,"-$2,720.2",$16.02,$16.00,$16.00,$16.00,$16.00,$16.02,444,1,2012-05-18,3.868493151
Above,Services,Above Minimum Wage,"-$7,344.0",$17.75,$17.00,$17.00,$17.00,$17.00,$17.75,876,1,2012-05-25,3.849315068
Above,Services,Above Minimum Wage,"-$11,082.0",$19.15,$19.00,$19.00,$19.00,$19.00,$19.15,80,1,2012-05-28,3.841095890
Above,Supply Chain,Above Minimum Wage,"-$19,336.8",$22.25,$22.00,$22.00,$22.00,$22.00,$22.25,597,1,2012-06-06,3.819178082
Above,Purchasing,Above Minimum Wage,"-$8,807.4",$18.30,$18.00,$18.00,$18.00,$18.00,$18.30,141,1,2012-06-11,3.805479452
Above,Supply Chain,Above Minimum Wage,"-$23,789.2",$23.92,$23.00,$23.00,$23.00,$23.00,$23.92,604,1,2012-06-29,3.756164384
Above,Services,Above Minimum Wage,"-$2,146.5",$15.80,$15.00,$15.00,$15.00,$15.00,$15.80,854,1,2012-07-06,3.736986301
Below,Marketing,Below Minimum Wage,"$2,538.3",$15.00,$14.00,$15.00,$14.00,$15.00,$14.05,199,1,2012-07-17,3.706849315
Above,Engineering,Above Minimum Wage,"-$5,134.5",$16.92,$16.00,$16.00,$16.00,$16.00,$16.92,464,1,2012-08-03,3.663013699
Above,Marketing,Above Minimum Wage,"-$3,330.1",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,733,1,2012-08-17,3.624657534
Above,Human Resources,Above Minimum Wage,"-$7,097.0",$17.66,$17.00,$17.00,$17.00,$17.00,$17.66,743,1,2012-08-20,3.616438356
Below,Services,Below Minimum Wage,"$8,484.7",$15.00,$11.00,$15.00,$11.00,$15.00,$11.82,525,1,2012-08-27,3.597260274
Below,Services,Below Minimum Wage,"$7,854.0",$15.00,$12.00,$15.00,$12.00,$15.00,$12.06,524,1,2012-08-27,3.597260274
Above,Marketing,Above Minimum Wage,"-$10,583.2",$18.97,$18.00,$18.00,$18.00,$18.00,$18.97,731,1,2012-08-31,3.589041096
Below,Facilities,Below Minimum Wage,"$4,625.2",$15.00,$13.00,$15.00,$13.00,$15.00,$13.27,789,1,2012-09-04,3.578082192
Above,Marketing,Above Minimum Wage,"-$6,316.1",$17.37,$17.00,$17.00,$17.00,$17.00,$17.37,118,1,2012-09-07,3.569863014
Below,Services,Below Minimum Wage,"$13,045.0",$15.00,$10.00,$15.00,$10.00,$15.00,$10.11,340,1,2012-09-14,3.550684932
Below,Services,Below Minimum Wage,"$8,484.7",$15.00,$11.00,$15.00,$11.00,$15.00,$11.82,527,1,2012-09-14,3.550684932
Below,Facilities,Below Minimum Wage,"$2,137.5",$15.00,$14.00,$15.00,$14.00,$15.00,$14.20,868,1,2012-10-01,3.504109589
Above,Marketing,Above Minimum Wage,"-$6,316.1",$17.37,$17.00,$17.00,$17.00,$17.00,$17.37,121,1,2012-10-19,3.454794521
Below,Services,Below Minimum Wage,"$6,245.6",$15.00,$12.00,$15.00,$12.00,$15.00,$12.66,512,1,2012-10-22,3.446575342
Above,Supply Chain,Above Minimum Wage,"-$15,948.7",$20.98,$20.00,$20.00,$20.00,$20.00,$20.98,753,1,2012-10-25,3.438356164
Below,Facilities,Below Minimum Wage,"$1,686.5",$15.00,$14.00,$15.00,$14.00,$15.00,$14.37,403,1,2012-11-05,3.410958904
Below,Services,Below Minimum Wage,"$12,567.2",$15.00,$10.00,$15.00,$10.00,$15.00,$10.29,759,1,2012-11-09,3.4
Above,Services,Above Minimum Wage,-$800.7,$15.30,$15.00,$15.00,$15.00,$15.00,$15.30,668,1,2012-11-09,3.4
Below,Services,Below Minimum Wage,"$11,335.5",$15.00,$10.00,$15.00,$10.00,$15.00,$10.75,336,1,2012-11-23,3.361643836
Above,Facilities,Above Minimum Wage,"-$2,794.3",$16.05,$16.00,$16.00,$16.00,$16.00,$16.05,817,1,2012-12-03,3.334246575
Above,Facilities,Above Minimum Wage,"-$6,242.7",$17.34,$17.00,$17.00,$17.00,$17.00,$17.34,801,1,2012-12-03,3.334246575
Above,Facilities,Above Minimum Wage,"-$8,964.1",$18.36,$18.00,$18.00,$18.00,$18.00,$18.36,803,1,2012-12-03,3.334246575
Above,Facilities,Above Minimum Wage,"-$10,433.4",$18.91,$18.00,$18.00,$18.00,$18.00,$18.91,869,1,2012-12-03,3.334246575
Above,Services,Above Minimum Wage,-$800.7,$15.30,$15.00,$15.00,$15.00,$15.00,$15.30,669,1,2012-12-03,3.334246575
Above,Marketing,Above Minimum Wage,"-$3,328.8",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,737,1,2013-01-02,3.254794521
Above,Facilities,Above Minimum Wage,"-$7,805.3",$17.93,$17.00,$17.00,$17.00,$17.00,$17.93,870,1,2013-01-04,3.249315068
Below,Facilities,Below Minimum Wage,"$4,598.3",$15.00,$13.00,$15.00,$13.00,$15.00,$13.28,779,1,2013-01-18,3.210958904
Above,Supply Chain,Above Minimum Wage,"-$3,751.2",$16.41,$16.00,$16.00,$16.00,$16.00,$16.41,573,1,2013-02-14,3.139726027
Below,Services,Below Minimum Wage,"$6,611.9",$15.00,$12.00,$15.00,$12.00,$15.00,$12.52,68,1,2013-02-15,3.136986301
Below,Services,Below Minimum Wage,"$1,942.1",$15.00,$14.00,$15.00,$14.00,$15.00,$14.27,501,1,2013-02-19,3.126027397
Above,Marketing,Above Minimum Wage,-$699.8,$15.26,$15.00,$15.00,$15.00,$15.00,$15.26,119,1,2013-03-01,3.093150685
Below,Services,Below Minimum Wage,$829.3,$15.00,$14.00,$15.00,$14.00,$15.00,$14.69,706,1,2013-03-01,3.093150685
Above,Purchasing,Above Minimum Wage,"-$8,637.0",$18.24,$18.00,$18.00,$18.00,$18.00,$18.24,71,1,2013-03-11,3.065753425
Below,Services,Below Minimum Wage,"$3,873.9",$15.00,$13.00,$15.00,$13.00,$15.00,$13.55,214,1,2013-03-15,3.054794521
Above,Customer Service,Above Minimum Wage,"-$5,356.7",$17.01,$17.00,$17.00,$17.00,$17.00,$17.01,160,1,2013-03-18,3.046575342
Above,Marketing,Above Minimum Wage,-$951.9,$15.36,$15.00,$15.00,$15.00,$15.00,$15.36,457,1,2013-03-25,3.027397260
Above,Services,Above Minimum Wage,"-$7,664.0",$17.87,$17.00,$17.00,$17.00,$17.00,$17.87,579,1,2013-03-29,3.016438356
Above,Research & Development,Above Minimum Wage,"-$5,407.1",$17.03,$17.00,$17.00,$17.00,$17.00,$17.03,216,1,2013-04-08,2.991780822
Below,Marketing,Below Minimum Wage,"$7,688.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.12,37,1,2013-04-12,2.980821918
Above,Services,Above Minimum Wage,"-$10,027.1",$18.76,$18.00,$18.00,$18.00,$18.00,$18.76,264,1,2013-04-12,2.980821918
Below,Services,Below Minimum Wage,"$9,511.0",$15.00,$11.00,$15.00,$11.00,$15.00,$11.43,58,1,2013-04-19,2.961643836
Above,Marketing,Above Minimum Wage,"-$1,964.5",$15.74,$15.00,$15.00,$15.00,$15.00,$15.74,710,1,2013-04-26,2.942465753
Above,Marketing,Above Minimum Wage,"-$9,060.9",$18.40,$18.00,$18.00,$18.00,$18.00,$18.40,693,1,2013-04-26,2.942465753
Below,Services,Below Minimum Wage,"$3,178.8",$15.00,$13.00,$15.00,$13.00,$15.00,$13.81,461,1,2013-04-26,2.942465753
Above,Logistics,Above Minimum Wage,"-$3,771.7",$16.41,$16.00,$16.00,$16.00,$16.00,$16.41,104,1,2013-04-29,2.934246575
Above,Services,Above Minimum Wage,"-$7,942.0",$17.98,$17.00,$17.00,$17.00,$17.00,$17.98,927,1,2013-04-29,2.934246575
Below,Services,Below Minimum Wage,"$13,574.0",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,341,1,2013-05-03,2.923287671
Below,Services,Below Minimum Wage,"$13,045.0",$15.00,$10.00,$15.00,$10.00,$15.00,$10.11,342,1,2013-05-03,2.923287671
Below,Services,Below Minimum Wage,"$1,029.8",$15.00,$14.00,$15.00,$14.00,$15.00,$14.61,502,1,2013-05-06,2.915068493
Above,Facilities,Above Minimum Wage,"-$3,424.2",$16.28,$16.00,$16.00,$16.00,$16.00,$16.28,430,1,2013-06-03,2.841095890
Above,Operations,Above Minimum Wage,"-$3,076.6",$16.15,$16.00,$16.00,$16.00,$16.00,$16.15,186,1,2013-06-10,2.821917808
Below,Services,Below Minimum Wage,"$5,100.5",$15.00,$13.00,$15.00,$13.00,$15.00,$13.09,478,1,2013-06-21,2.791780822
Above,Services,Above Minimum Wage,"-$11,749.8",$19.40,$19.00,$19.00,$19.00,$19.00,$19.40,83,1,2013-06-24,2.783561644
Below,Supply Chain,Below Minimum Wage,"$4,391.8",$15.00,$13.00,$15.00,$13.00,$15.00,$13.35,175,1,2013-06-24,2.783561644
Below,Services,Below Minimum Wage,"$1,942.1",$15.00,$14.00,$15.00,$14.00,$15.00,$14.27,503,1,2013-07-01,2.764383562
Below,Facilities,Below Minimum Wage,"$11,684.8",$15.00,$10.00,$15.00,$10.00,$15.00,$10.62,353,1,2013-07-05,2.753424658
Above,Purchasing,Above Minimum Wage,"-$8,637.0",$18.24,$18.00,$18.00,$18.00,$18.00,$18.24,146,1,2013-07-08,2.745205479
Above,Services,Above Minimum Wage,"-$10,344.0",$18.88,$18.00,$18.00,$18.00,$18.00,$18.88,568,1,2013-07-08,2.745205479
Above,Facilities,Above Minimum Wage,"-$15,303.9",$20.74,$20.00,$20.00,$20.00,$20.00,$20.74,871,1,2013-07-22,2.706849315
Above,Facilities,Above Minimum Wage,"-$4,293.0",$16.61,$16.00,$16.00,$16.00,$16.00,$16.61,804,1,2013-07-24,2.701369863
Above,Operations,Above Minimum Wage,"-$3,076.6",$16.15,$16.00,$16.00,$16.00,$16.00,$16.15,192,1,2013-07-29,2.687671233
Below,Services,Below Minimum Wage,"$1,942.1",$15.00,$14.00,$15.00,$14.00,$15.00,$14.27,504,1,2013-07-29,2.687671233
Above,Facilities,Above Minimum Wage,"-$15,112.3",$20.66,$20.00,$20.00,$20.00,$20.00,$20.66,813,1,2013-08-01,2.682191781
Above,Human Resources,Above Minimum Wage,"-$11,580.8",$19.34,$19.00,$19.00,$19.00,$19.00,$19.34,134,1,2013-08-05,2.671232877
Below,Marketing,Below Minimum Wage,"$3,306.9",$15.00,$13.00,$15.00,$13.00,$15.00,$13.76,642,1,2013-08-05,2.671232877
Above,Marketing,Above Minimum Wage,"-$1,659.3",$15.62,$15.00,$15.00,$15.00,$15.00,$15.62,641,1,2013-08-06,2.668493151
Below,Facilities,Below Minimum Wage,"$2,601.3",$15.00,$14.00,$15.00,$14.00,$15.00,$14.02,823,1,2013-08-12,2.652054795
Above,Supply Chain,Above Minimum Wage,"-$5,856.8",$17.20,$17.00,$17.00,$17.00,$17.00,$17.20,173,1,2013-08-13,2.649315068
Above,Engineering,Above Minimum Wage,"-$2,231.7",$15.84,$15.00,$15.00,$15.00,$15.00,$15.84,728,1,2013-08-16,2.641095890
Above,Services,Above Minimum Wage,"-$12,648.9",$19.74,$19.00,$19.00,$19.00,$19.00,$19.74,621,1,2013-08-21,2.627397260
Above,Purchasing,Above Minimum Wage,"-$3,771.7",$16.41,$16.00,$16.00,$16.00,$16.00,$16.41,150,1,2013-08-26,2.613698630
Above,Facilities,Above Minimum Wage,"-$1,686.5",$15.63,$15.00,$15.00,$15.00,$15.00,$15.63,449,1,2013-08-30,2.602739726
Below,Services,Below Minimum Wage,"$4,604.7",$15.00,$13.00,$15.00,$13.00,$15.00,$13.27,439,1,2013-09-02,2.597260274
Above,Marketing,Above Minimum Wage,"-$3,330.1",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,734,1,2013-09-16,2.558904110
Above,Facilities,Above Minimum Wage,"-$11,460.7",$19.30,$19.00,$19.00,$19.00,$19.00,$19.30,825,1,2013-10-01,2.517808219
Below,Facilities,Below Minimum Wage,"$6,132.8",$15.00,$12.00,$15.00,$12.00,$15.00,$12.70,409,1,2013-10-04,2.509589041
Above,Facilities,Above Minimum Wage,"-$8,854.2",$18.32,$18.00,$18.00,$18.00,$18.00,$18.32,816,1,2013-10-07,2.501369863
Above,Services,Above Minimum Wage,"-$1,633.4",$15.61,$15.00,$15.00,$15.00,$15.00,$15.61,670,1,2013-10-16,2.476712329
Above,Purchasing,Above Minimum Wage,"-$3,594.5",$16.35,$16.00,$16.00,$16.00,$16.00,$16.35,139,1,2013-10-18,2.471232877
Above,Marketing,Above Minimum Wage,"-$3,330.1",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,755,1,2013-10-21,2.463013699
Above,Research & Development,Above Minimum Wage,"-$4,466.7",$16.67,$16.00,$16.00,$16.00,$16.00,$16.67,841,1,2013-11-12,2.405479452
Above,Operations,Above Minimum Wage,"-$10,722.2",$19.02,$19.00,$19.00,$19.00,$19.00,$19.02,194,1,2013-11-18,2.389041096
Below,Services,Below Minimum Wage,"$1,942.1",$15.00,$14.00,$15.00,$14.00,$15.00,$14.27,505,1,2013-11-18,2.389041096
Above,Services,Above Minimum Wage,-$868.8,$15.33,$15.00,$15.00,$15.00,$15.00,$15.33,855,1,2013-11-20,2.383561644
Below,Facilities,Below Minimum Wage,"$11,689.4",$15.00,$10.00,$15.00,$10.00,$15.00,$10.62,471,1,2013-12-16,2.312328767
Above,Services,Above Minimum Wage,"-$13,680.9",$20.13,$20.00,$20.00,$20.00,$20.00,$20.13,899,1,2013-12-16,2.312328767
Above,Services,Above Minimum Wage,"-$29,141.1",$25.92,$25.00,$25.00,$25.00,$25.00,$25.92,603,1,2013-12-16,2.312328767
Below,Marketing,Below Minimum Wage,"$1,771.0",$15.00,$14.00,$15.00,$14.00,$15.00,$14.34,638,1,2013-12-19,2.304109589
Above,Marketing,Above Minimum Wage,-$950.6,$15.36,$15.00,$15.00,$15.00,$15.00,$15.36,115,1,2013-12-23,2.293150685
Below,Services,Below Minimum Wage,"$1,686.5",$15.00,$14.00,$15.00,$14.00,$15.00,$14.37,856,1,2014-01-02,2.268493151
Above,Services,Above Minimum Wage,-$868.8,$15.33,$15.00,$15.00,$15.00,$15.00,$15.33,283,1,2014-01-03,2.265753425
Above,Operations,Above Minimum Wage,"-$10,027.1",$18.76,$18.00,$18.00,$18.00,$18.00,$18.76,589,1,2014-01-06,2.257534247
Above,Purchasing,Above Minimum Wage,"-$10,749.5",$19.03,$19.00,$19.00,$19.00,$19.00,$19.03,140,1,2014-01-13,2.238356164
